#﻿MIN=0	-90	-90	-90
67.556	2.52	-0.36	-4.32
67.614	0.9	-0.36	1.26
67.667	-0.72	-0.54	6.48
67.723	-2.34	-0.54	10.62
67.778	-3.42	-0.72	12.78
67.835	-3.78	-0.72	12.6
67.893	-3.42	-0.72	10.08
67.95	-2.34	-0.72	5.76
68.007	-0.72	-0.54	0.36
68.063	0.9	-0.54	-4.68
68.117	2.52	-0.36	-9.36
68.176	3.42	-0.18	-12.42
68.23	3.6	0	-13.14
68.285	3.24	0	-11.7
68.34	1.98	0.18	-8.46
68.392	0.54	0.36	-3.96
68.446	-0.9	0.36	1.62
68.499	-2.34	0.36	6.84
68.555	-3.24	0.18	10.62
68.609	-3.42	0.18	12.78
68.663	-2.88	0	12.78
68.717	-1.98	-0.18	10.44
68.772	-0.54	-0.36	6.48
68.828	1.08	-0.54	1.26
68.881	2.34	-0.72	-3.96
68.938	3.24	-0.72	-8.82
68.995	3.42	-0.72	-12.06
69.051	2.7	-0.72	-13.14
69.108	1.44	-0.72	-11.88
69.163	0	-0.54	-8.64
69.218	-1.44	-0.36	-3.6
69.277	-2.88	-0.18	2.16
69.334	-3.42	-0.18	7.38
69.389	-3.24	0	10.8
69.44	-2.52	0	12.78
69.492	-1.44	0	12.78
69.545	0.18	0	10.8
69.595	1.62	0	7.2
69.646	2.7	0	2.7
69.697	3.42	0	-2.34
69.749	3.6	0	-7.2
69.804	3.06	0	-10.8
69.854	1.98	0	-12.78
69.907	0.54	0	-12.78
69.956	-0.9	-0.18	-10.8
70.014	-2.34	-0.18	-6.3
70.075	-3.24	-0.36	-0.72
70.134	-3.42	-0.54	5.04
70.191	-2.88	-0.72	9.36
70.246	-1.62	-0.72	12.24
70.302	-0.18	-0.9	12.78
70.36	1.44	-0.9	11.16
70.415	2.52	-0.72	7.56
70.468	3.24	-0.54	2.88
70.522	3.24	-0.36	-2.16
70.574	2.7	-0.18	-7.2
70.632	1.44	0	-10.8
70.682	0.18	0.18	-12.6
70.734	-1.08	0.36	-12.6
70.788	-2.16	0.54	-10.44
70.843	-2.88	0.54	-6.48
70.9	-2.88	0.36	-1.08
70.957	-2.34	0.18	4.32
71.011	-1.26	0	8.64
71.064	0.18	-0.36	11.7
71.118	1.44	-0.54	12.78
71.171	2.52	-0.72	11.7
71.227	3.06	-0.72	8.82
71.279	2.88	-0.9	4.32
71.333	2.34	-0.9	-0.72
71.388	1.08	-0.72	-5.94
71.445	-0.36	-0.54	-10.44
71.504	-1.8	-0.36	-12.6
71.563	-2.7	-0.18	-12.42
71.622	-3.06	-0.18	-9.9
71.681	-2.88	0	-5.58
71.736	-1.98	0	-0.36
71.792	-0.54	0	4.86
71.846	0.9	0	9
71.898	1.98	0	11.88
71.951	2.88	0	12.78
72.001	3.24	0	11.88
72.051	3.06	0	9
72.103	2.34	0	4.86
72.155	1.26	0	0.18
72.206	-0.18	0	-4.86
72.261	-1.44	0	-9.36
72.317	-2.52	0	-12.06
72.373	-3.06	-0.18	-12.78
72.432	-2.88	-0.36	-10.98
72.489	-1.98	-0.54	-7.02
72.548	-0.72	-0.72	-1.62
72.609	0.72	-0.72	3.78
72.663	1.8	-0.9	8.28
72.718	2.7	-0.9	11.34
72.772	2.88	-0.9	12.6
72.825	2.52	-0.72	11.7
72.877	1.8	-0.36	9
72.931	0.54	-0.18	4.68
72.986	-0.72	0	-0.54
73.042	-1.98	0.18	-5.58
73.096	-2.52	0.36	-9.72
73.152	-2.7	0.36	-12.06
73.207	-2.34	0.36	-12.6
73.26	-1.44	0.36	-10.98
73.313	-0.18	0.18	-7.56
73.367	1.08	0	-3.06
73.421	2.16	-0.18	2.16
73.472	2.88	-0.36	7.02
73.527	2.88	-0.54	10.62
73.582	2.52	-0.72	12.42
73.635	1.44	-0.72	12.06
73.69	0.36	-0.72	9.9
73.742	-1.08	-0.72	5.94
73.798	-2.16	-0.72	0.72
73.854	-2.88	-0.54	-4.5
73.912	-3.06	-0.36	-9
73.97	-2.52	-0.18	-11.88
74.028	-1.44	-0.18	-12.42
74.092	0.18	-0.18	-10.62
74.148	1.62	0	-6.84
74.203	2.7	0	-1.98
74.257	3.06	0	3.06
74.31	3.06	0	7.38
74.361	2.34	0	10.62
74.413	1.26	0	12.24
74.464	0	0	12.06
74.514	-1.08	0	9.9
74.566	-2.16	0	6.3
74.62	-2.88	0	1.62
74.671	-2.88	-0.18	-3.42
74.73	-2.34	-0.18	-8.28
74.79	-1.26	-0.36	-11.52
74.848	0.18	-0.54	-12.42
74.906	1.44	-0.54	-11.16
74.963	2.34	-0.72	-7.74
75.022	2.88	-0.72	-2.7
75.078	2.7	-0.72	2.34
75.131	1.98	-0.72	6.84
75.183	0.72	-0.54	10.44
75.238	-0.54	-0.36	12.06
75.294	-1.8	-0.18	11.7
75.35	-2.52	0	9.36
75.405	-2.88	0.18	5.4
75.459	-2.52	0.18	0.36
75.515	-1.62	0.18	-4.68
75.572	-0.36	0.18	-8.82
75.625	0.9	0.18	-11.34
75.677	1.98	0.18	-12.24
75.73	2.88	0	-11.34
75.782	3.06	0	-8.46
75.836	2.88	-0.18	-4.32
75.89	1.98	-0.36	1.08
75.945	0.72	-0.54	5.76
76	-0.72	-0.54	9.72
76.058	-1.98	-0.72	11.88
76.114	-2.88	-0.72	11.88
76.17	-3.06	-0.72	9.54
76.225	-2.88	-0.72	5.76
76.28	-1.8	-0.54	0.72
76.338	-0.54	-0.54	-4.32
76.397	0.9	-0.36	-8.64
76.453	2.16	-0.18	-11.52
76.51	2.88	-0.18	-12.24
76.567	3.06	0	-10.8
76.62	2.52	0	-7.56
76.676	1.62	0.18	-3.24
76.729	0.36	0.18	1.8
76.782	-0.9	0.18	6.48
76.836	-1.98	0.18	10.08
76.889	-2.7	0.18	11.88
76.94	-2.88	0	11.88
76.994	-2.34	-0.18	9.9
77.05	-1.44	-0.36	5.94
77.107	-0.18	-0.36	0.9
77.163	1.08	-0.54	-3.78
77.219	2.16	-0.72	-8.28
77.275	2.7	-0.72	-11.16
77.33	2.7	-0.72	-12.24
77.386	2.16	-0.72	-10.98
77.441	1.08	-0.54	-7.92
77.499	-0.18	-0.54	-3.06
77.559	-1.62	-0.36	2.34
77.615	-2.34	-0.18	7.02
77.673	-2.88	-0.18	10.62
77.731	-2.52	0	12.06
77.784	-1.8	0	11.34
77.84	-0.72	0	9
77.891	0.54	0	5.4
77.942	1.8	0	0.72
77.994	2.52	0	-3.96
78.047	2.88	0	-7.92
78.099	2.88	0	-10.98
78.155	2.16	0	-12.06
78.209	1.08	-0.18	-11.16
78.266	-0.36	-0.18	-7.92
78.326	-1.62	-0.36	-3.06
78.387	-2.52	-0.54	2.52
78.445	-2.88	-0.54	7.02
78.5	-2.7	-0.72	10.44
78.557	-1.8	-0.72	11.88
78.614	-0.54	-0.72	11.16
78.672	0.72	-0.72	8.28
78.728	1.98	-0.72	4.14
78.783	2.52	-0.54	-0.72
78.84	2.7	-0.36	-5.76
78.897	2.34	0	-9.54
78.952	1.44	0	-11.7
79.006	0.36	0.18	-11.88
79.061	-0.9	0.36	-10.08
79.116	-1.8	0.36	-6.3
79.173	-2.34	0.36	-1.62
79.229	-2.34	0.18	3.42
79.282	-1.98	0	7.92
79.338	-1.08	-0.18	10.8
79.397	0.18	-0.36	11.88
79.451	1.26	-0.54	10.8
79.507	2.16	-0.72	7.74
79.563	2.52	-0.72	3.24
79.618	2.34	-0.72	-1.62
79.676	1.62	-0.72	-6.3
79.732	0.72	-0.72	-9.9
79.788	-0.54	-0.54	-11.88
79.848	-1.62	-0.36	-11.34
79.908	-2.34	-0.18	-8.64
79.966	-2.52	-0.18	-4.32
80.025	-2.16	0	0.54
80.077	-1.44	0	5.22
80.132	-0.18	0	9
80.186	0.9	0	11.16
80.235	1.8	0	11.7
80.288	2.52	0	10.44
80.342	2.7	0	7.38
80.395	2.34	0	3.24
80.448	1.62	0	-1.62
80.504	0.54	0	-6.12
80.56	-0.72	0	-9.9
80.617	-1.62	0	-11.7
80.674	-2.34	-0.18	-11.34
80.733	-2.52	-0.36	-8.82
80.792	-2.16	-0.36	-4.5
80.851	-1.26	-0.54	0.9
80.908	0	-0.72	5.4
80.963	1.08	-0.9	9
81.015	1.8	-0.9	11.16
81.07	2.34	-0.72	11.52
81.124	2.34	-0.72	9.9
81.178	1.8	-0.54	6.48
81.232	1.08	-0.18	2.16
81.287	0	0	-2.16
81.34	-0.9	0.18	-6.84
81.397	-1.8	0.36	-10.26
81.455	-2.16	0.36	-11.7
81.512	-2.16	0.36	-10.98
81.567	-1.44	0.36	-8.46
81.621	-0.54	0.18	-4.32
81.678	0.54	0	0.18
81.727	1.44	-0.18	4.68
81.782	1.98	-0.36	8.64
81.838	2.34	-0.54	10.98
81.896	2.16	-0.72	11.34
81.953	1.44	-0.72	9.72
82.008	0.36	-0.72	6.3
82.062	-0.72	-0.72	1.8
82.118	-1.62	-0.54	-3.24
82.178	-2.34	-0.54	-7.74
82.237	-2.34	-0.36	-10.8
82.298	-1.98	-0.18	-11.52
82.357	-1.08	-0.18	-10.26
82.415	0.18	0	-7.02
82.47	1.26	0	-2.7
82.525	1.98	0	2.16
82.578	2.52	0	6.12
82.628	2.52	0	9.36
82.68	1.98	0	11.16
82.734	1.26	0	11.34
82.785	0.18	0	9.54
82.835	-0.72	0	6.3
82.889	-1.62	0	2.16
82.942	-2.16	0	-2.34
82.996	-2.34	-0.18	-7.02
83.053	-1.98	-0.18	-10.08
83.111	-1.08	-0.36	-11.52
83.171	0	-0.54	-10.62
83.23	1.08	-0.72	-7.74
83.287	1.8	-0.72	-3.42
83.344	2.16	-0.72	1.26
83.397	2.16	-0.72	5.76
83.451	1.62	-0.72	9.18
83.504	0.72	-0.54	10.98
83.558	-0.36	-0.36	10.98
83.617	-1.26	-0.18	9
83.674	-1.98	0	5.4
83.728	-2.16	0.18	1.08
83.781	-1.98	0.18	-3.42
83.837	-1.44	0.36	-7.74
83.894	-0.36	0.36	-10.44
83.95	0.72	0.18	-11.34
84.002	1.62	0.18	-10.62
84.054	2.16	0	-7.92
84.109	2.34	-0.18	-3.96
84.165	2.16	-0.36	0.9
84.219	1.44	-0.54	5.22
84.272	0.54	-0.54	8.64
84.326	-0.54	-0.72	10.8
84.382	-1.62	-0.72	10.98
84.439	-2.34	-0.72	9
84.497	-2.52	-0.72	5.22
84.558	-2.16	-0.72	0.36
84.615	-1.44	-0.54	-4.14
84.674	-0.18	-0.36	-8.28
84.734	1.08	-0.36	-10.8
84.789	1.98	-0.18	-11.16
84.845	2.34	0	-9.9
84.898	2.52	0	-6.84
84.952	1.98	0	-2.88
85.003	1.26	0.18	1.44
85.054	0.36	0.18	5.58
85.105	-0.72	0.18	9
85.161	-1.62	0.18	10.8
85.216	-2.16	0	10.98
85.269	-2.16	0	9
85.327	-1.8	-0.18	5.22
85.386	-0.9	-0.36	0.36
85.445	0	-0.54	-4.14
85.501	1.08	-0.54	-8.1
85.557	1.8	-0.72	-10.62
85.613	2.16	-0.72	-11.16
85.668	2.16	-0.72	-9.72
85.726	1.44	-0.72	-6.84
85.781	0.54	-0.54	-2.52
85.837	-0.36	-0.54	2.34
85.892	-1.44	-0.36	6.84
85.95	-1.98	-0.18	9.72
86.004	-2.34	-0.18	10.98
86.06	-1.98	0	10.44
86.114	-1.44	0	8.1
86.17	-0.36	0.18	4.32
86.225	0.72	0.18	-0.18
86.281	1.62	0.18	-4.5
86.334	2.16	0.18	-8.1
86.387	2.52	0	-10.44
86.44	2.16	0	-11.16
86.49	1.62	0	-10.08
86.544	0.72	-0.18	-7.38
86.599	-0.36	-0.36	-2.7
86.659	-1.44	-0.36	2.16
86.717	-2.16	-0.54	6.48
86.774	-2.34	-0.72	9.54
86.832	-2.16	-0.72	10.98
86.889	-1.44	-0.72	10.08
86.947	-0.36	-0.72	7.38
87.004	0.72	-0.72	3.42
87.061	1.62	-0.54	-0.9
87.115	2.16	-0.36	-5.4
87.171	2.16	-0.18	-8.82
87.229	1.8	0	-10.8
87.28	1.08	0.18	-10.98
87.334	0.18	0.18	-9.36
87.386	-0.72	0.36	-6.12
87.442	-1.44	0.36	-1.98
87.497	-1.98	0.36	2.7
87.551	-1.98	0.18	6.66
87.603	-1.62	0	9.54
87.657	-0.9	-0.18	10.8
87.714	0	-0.36	10.26
87.766	0.9	-0.54	8.1
87.819	1.44	-0.72	4.68
87.871	1.98	-0.72	0.36
87.926	1.98	-0.72	-4.14
87.983	1.62	-0.72	-7.92
88.037	0.72	-0.72	-10.26
88.091	0	-0.54	-10.98
88.146	-0.9	-0.36	-9.54
88.208	-1.62	-0.36	-6.3
88.267	-1.98	-0.18	-1.8
88.324	-1.98	-0.18	3.06
88.381	-1.44	-0.18	7.02
88.436	-0.54	0	9.54
88.486	0.36	0	10.62
88.536	1.08	0	10.44
88.587	1.8	0	8.46
88.639	2.16	0	5.22
88.69	2.16	0	1.08
88.743	1.8	0	-3.24
88.798	1.08	0	-7.02
88.853	0	0	-9.72
88.906	-0.9	0	-10.8
88.961	-1.44	-0.18	-10.08
89.018	-1.98	-0.18	-7.2
89.077	-1.98	-0.36	-3.24
89.134	-1.62	-0.54	1.44
89.188	-0.9	-0.72	5.58
89.246	0	-0.72	8.64
89.299	0.9	-0.9	10.44
89.353	1.44	-0.72	10.26
89.407	1.8	-0.72	8.46
89.462	1.8	-0.54	5.22
89.517	1.44	-0.36	1.08
89.571	0.72	-0.18	-3.42
89.63	-0.18	0	-7.2
89.684	-0.9	0.18	-9.9
89.74	-1.44	0.36	-10.62
89.795	-1.62	0.36	-9.72
89.852	-1.44	0.36	-7.02
89.908	-0.9	0.18	-2.88
89.964	-0.18	0	1.62
90.018	0.54	-0.18	5.58
90.073	1.26	-0.36	8.64
90.125	1.62	-0.54	10.26
90.179	1.8	-0.72	10.26
90.234	1.44	-0.72	8.46
90.289	0.9	-0.72	5.04
90.344	0.18	-0.72	1.08
90.396	-0.72	-0.72	-3.42
90.456	-1.44	-0.54	-7.38
90.514	-1.8	-0.36	-9.9
90.572	-1.8	-0.36	-10.62
90.629	-1.44	-0.18	-9.18
90.69	-0.72	-0.18	-5.94
90.748	0.18	0	-2.16
90.802	0.9	0	2.16
90.851	1.44	0	5.94
90.904	1.8	0	8.64
90.954	1.98	0	10.26
91.005	1.62	0	10.26
91.055	1.08	0	8.82
91.104	0.36	0	6.12
91.155	-0.36	0	2.34
91.209	-1.08	0	-1.98
91.264	-1.62	0	-5.94
91.321	-1.62	-0.18	-9.18
91.382	-1.44	-0.18	-10.44
91.439	-0.9	-0.36	-9.72
91.498	0	-0.54	-7.38
91.555	0.72	-0.72	-3.6
91.611	1.26	-0.72	0.9
91.665	1.62	-0.72	5.04
91.72	1.62	-0.72	8.1
91.773	1.26	-0.72	9.9
91.826	0.54	-0.54	10.08
91.879	-0.18	-0.36	8.64
91.935	-0.9	-0.18	5.58
91.989	-1.26	0	1.62
92.043	-1.62	0.18	-2.52
92.101	-1.44	0.18	-6.48
92.156	-1.08	0.36	-9.18
92.212	-0.36	0.36	-10.26
92.269	0.54	0.18	-9.72
92.323	1.08	0.18	-7.38
92.376	1.62	0	-4.14
92.429	1.8	-0.18	0.18
92.482	1.62	-0.36	4.14
92.535	1.26	-0.54	7.38
92.587	0.54	-0.54	9.54
92.639	-0.18	-0.72	10.08
92.695	-1.08	-0.72	9
92.751	-1.62	-0.72	6.12
92.806	-1.8	-0.72	2.16
92.862	-1.8	-0.54	-1.98
92.92	-1.26	-0.54	-6.12
92.978	-0.54	-0.36	-9.18
93.038	0.36	-0.36	-10.26
93.094	1.26	-0.18	-9.72
93.151	1.62	-0.18	-7.2
93.206	1.8	0	-3.6
93.261	1.62	0	0.36
93.31	1.26	0	4.14
93.36	0.54	0	7.38
93.411	-0.18	0	9.54
93.464	-0.9	0	10.08
93.517	-1.44	0	9.18
93.569	-1.62	0	6.84
93.622	-1.62	-0.18	2.88
93.681	-1.08	-0.18	-1.44
93.74	-0.36	-0.36	-5.76
93.799	0.36	-0.54	-8.82
93.856	1.08	-0.54	-10.26
93.914	1.44	-0.54	-9.72
93.971	1.62	-0.72	-7.56
94.028	1.26	-0.72	-3.96
94.085	0.72	-0.54	0.54
94.14	0	-0.54	4.5
94.194	-0.72	-0.36	7.74
94.25	-1.26	-0.36	9.72
94.306	-1.62	-0.18	9.9
94.363	-1.62	0	8.28
94.418	-1.26	0	5.4
94.472	-0.54	0	1.44
94.527	0.18	0.18	-2.52
94.581	0.9	0.18	-6.3
94.635	1.44	0.18	-9
94.69	1.8	0	-10.08
94.743	1.8	0	-9.72
94.797	1.44	0	-7.56
94.85	0.72	-0.18	-4.14
94.907	0	-0.36	0
94.96	-0.72	-0.36	4.14
95.016	-1.44	-0.54	7.56
95.075	-1.8	-0.54	9.72
95.132	-1.8	-0.72	9.9
95.188	-1.44	-0.72	8.28
95.245	-0.72	-0.72	5.04
95.303	0.18	-0.54	1.26
95.356	0.9	-0.54	-2.88
95.413	1.44	-0.36	-6.66
95.466	1.62	-0.18	-9
95.522	1.62	0	-10.08
95.574	1.26	0	-9.54
95.626	0.72	0.18	-7.56
95.676	0	0.18	-4.32
95.731	-0.72	0.18	-0.18
95.784	-1.26	0.18	3.96
95.839	-1.44	0.18	7.2
95.89	-1.44	0	9.36
95.944	-1.08	-0.18	9.9
95.999	-0.54	-0.18	8.82
96.055	0.18	-0.36	6.3
96.108	0.72	-0.54	2.88
96.159	1.26	-0.54	-1.08
96.216	1.44	-0.54	-5.22
96.272	1.44	-0.54	-8.28
96.328	1.08	-0.54	-9.9
96.384	0.36	-0.54	-9.9
96.44	-0.18	-0.54	-7.92
96.498	-0.9	-0.36	-4.32
96.556	-1.44	-0.36	-0.18
96.616	-1.44	-0.18	4.32
96.672	-1.26	-0.18	7.74
96.729	-0.9	-0.18	9.54
96.785	-0.18	0	9.72
96.837	0.54	0	8.46
96.889	1.08	0	5.94
96.939	1.44	0	2.52
96.989	1.62	0	-1.08
97.043	1.44	0	-5.04
97.099	1.08	0	-8.1
97.151	0.54	0	-9.72
97.206	-0.18	0	-9.72
97.262	-0.9	-0.18	-7.92
97.321	-1.26	-0.36	-4.5
97.38	-1.44	-0.36	-0.18
97.439	-1.26	-0.54	3.96
97.495	-0.9	-0.72	7.38
97.551	-0.18	-0.72	9.36
97.606	0.36	-0.72	9.72
97.661	0.9	-0.72	8.46
97.716	1.26	-0.54	5.76
97.768	1.26	-0.54	2.16
97.823	1.26	-0.36	-1.98
97.879	0.72	-0.18	-5.76
97.935	0.18	0	-8.46
97.985	-0.36	0.18	-9.72
98.041	-0.9	0.18	-9.54
98.098	-1.08	0.18	-7.56
98.154	-1.08	0.18	-4.14
98.211	-0.9	0.18	0
98.264	-0.36	0	3.78
98.318	0.18	-0.18	7.02
98.372	0.72	-0.18	9.18
98.427	1.08	-0.36	9.72
98.483	1.26	-0.54	8.46
98.537	1.26	-0.54	5.94
98.591	0.9	-0.72	2.34
98.647	0.36	-0.72	-1.62
98.703	-0.18	-0.54	-5.94
98.765	-0.9	-0.54	-8.82
98.826	-1.26	-0.36	-9.72
98.885	-1.26	-0.36	-9
98.944	-1.08	-0.18	-6.12
99.004	-0.72	-0.18	-2.34
99.063	0	-0.18	1.98
99.118	0.54	-0.18	5.4
99.17	1.08	0	7.92
99.218	1.26	0	9.36
99.268	1.44	0	9.54
99.319	1.26	0	8.28
99.368	0.9	0	5.94
99.417	0.36	0	2.7
99.468	-0.18	0	-1.08
99.523	-0.72	0	-5.04
99.578	-1.08	0	-7.92
99.633	-1.26	-0.18	-9.54
99.692	-1.08	-0.18	-9.36
99.75	-0.72	-0.36	-7.38
99.809	-0.18	-0.54	-3.78
99.87	0.36	-0.54	0.36
99.924	0.9	-0.72	4.14
99.978	1.08	-0.72	7.38
100.032	1.08	-0.72	9.18
100.086	0.9	-0.54	9.54
100.14	0.54	-0.36	8.28
100.193	0	-0.36	5.76
100.244	-0.36	-0.18	1.98
100.302	-0.9	0	-1.8
100.357	-1.08	0.18	-5.58
100.413	-1.08	0.18	-8.28
100.468	-0.72	0.18	-9.54
100.526	-0.18	0.18	-9.18
100.582	0.36	0.18	-7.2
100.636	0.72	0	-4.14
100.69	1.08	-0.18	0
100.745	1.26	-0.18	3.78
100.799	1.26	-0.36	7.02
100.854	0.9	-0.54	9
100.906	0.36	-0.54	9.54
100.961	-0.18	-0.54	8.28
101.018	-0.72	-0.54	5.4
101.077	-1.26	-0.54	1.62
101.133	-1.44	-0.54	-2.34
101.19	-1.26	-0.54	-6.12
101.249	-0.72	-0.36	-8.64
101.308	-0.18	-0.18	-9.54
101.368	0.54	-0.18	-8.64
101.427	1.08	-0.18	-6.12
101.482	1.26	0	-2.7
101.536	1.44	0	1.26
101.588	1.26	0	4.86
101.642	0.72	0	7.56
101.693	0.18	0	9.18
101.742	-0.18	0	9.36
101.798	-0.72	0	7.92
101.852	-1.08	0	5.4
101.905	-1.26	-0.18	1.62
101.96	-1.08	-0.18	-2.34
102.017	-0.72	-0.18	-6.12
102.077	0	-0.36	-8.64
102.132	0.54	-0.36	-9.54
102.192	0.9	-0.54	-8.64
102.248	1.08	-0.54	-6.3
102.304	1.08	-0.54	-2.88
